id,name,n,avg_len,dis,z,p
98505,G-rich strand telomeric DNA binding,29,520.9655172413793,0.9310344827586207,3.491309355608706,1.0
30628,pre-mRNA 3'-splice site binding,21,423.95238095238096,0.9523809523809523,3.484110340647454,1.0
17136,NAD-dependent histone deacetylase activity,78,563.5384615384615,0.8205128205128205,3.4715474658140635,1.0
43027,cysteine-type endopeptidase inhibitor activity involved in apoptotic process,72,471.65277777777777,0.7777777777777778,3.446709544633689,1.0
51015,actin filament binding,508,1114.255905511811,0.797244094488189,3.4403498907122234,1.0
70513,death domain binding,20,300.85,0.85,3.423223892609556,1.0
35259,glucocorticoid receptor binding,43,612.4651162790698,0.9069767441860465,3.3808285039720776,1.0
42169,SH2 domain binding,88,740.8409090909091,0.875,3.3746412173410856,1.0
19783,ubiquitin-like protein-specific protease activity,261,870.5785440613026,0.8007662835249042,3.368375120324636,1.0
51879,Hsp90 protein binding,103,668.0194174757281,0.8446601941747572,3.3650400687867448,1.0
4697,protein kinase C activity,61,729.4918032786885,0.9508196721311475,3.351605143111699,1.0
4715,non-membrane spanning protein tyrosine kinase activity,154,710.6948051948052,0.8311688311688312,3.337281081283823,1.0
51428,peptide hormone receptor binding,61,311.327868852459,0.6721311475409836,3.3242415604047744,1.0
774,adenyl-nucleotide exchange factor activity,32,451.28125,0.875,3.3214107642861523,1.0
15271,outward rectifier potassium channel activity,36,654.6666666666666,0.9722222222222222,3.3167789712467113,1.0
35255,ionotropic glutamate receptor binding,82,801.9756097560976,0.8780487804878049,3.3157822757518516,1.0
8327,methyl-CpG binding,51,615.6862745098039,0.8627450980392157,3.3126927114577036,1.0
42302,structural constituent of cuticle,22,423.6363636363636,0.8636363636363636,3.310539268216289,1.0
17147,Wnt-protein binding,99,661.7979797979798,0.8383838383838383,3.3103064131199447,1.0
32813,tumor necrosis factor receptor superfamily binding,102,411.0098039215686,0.7156862745098039,3.3031753012246123,1.0
30551,cyclic nucleotide binding,166,650.566265060241,0.8012048192771084,3.2926323791035705,1.0
1083,"transcription factor activity, RNA polymerase II basal transcription factor binding",37,865.2972972972973,0.918918918918919,3.2919491170992363,1.0
90079,"translation regulator activity, nucleic acid binding",65,500.46153846153845,0.8,3.290404390551834,1.0
3906,DNA-(apurinic or apyrimidinic site) lyase activity,64,383.859375,0.71875,3.2889245380524272,1.0
5242,inward rectifier potassium channel activity,57,501.50877192982455,0.8070175438596491,3.26946017160052,1.0
43014,alpha-tubulin binding,70,561.5428571428571,0.8,3.25642242749177,1.0
44325,ion channel binding,296,759.7195945945946,0.7331081081081081,3.2557378519867086,0.999
70700,BMP receptor binding,27,489.7037037037037,0.8888888888888888,3.2389813997418577,1.0
8157,protein phosphatase 1 binding,50,694.16,0.9,3.2369168476381374,1.0
71889,14-3-3 protein binding,70,798.4714285714285,0.8857142857142857,3.2256029170800615,1.0
30274,LIM domain binding,20,805.35,1.0,3.225436191362368,1.0
46870,cadmium ion binding,27,387.037037037037,0.7777777777777778,3.2231415550255287,1.0
19894,kinesin binding,100,736.46,0.85,3.219403345268673,1.0
8186,RNA-dependent ATPase activity,283,808.8763250883392,0.8515901060070671,3.218078730042441,1.0
5086,ARF guanyl-nucleotide exchange factor activity,58,1017.2758620689655,0.896551724137931,3.2090399212962772,1.0
10857,calcium-dependent protein kinase activity,75,516.8,0.8133333333333334,3.1986387799471396,1.0
15079,potassium ion transmembrane transporter activity,485,655.3525773195877,0.7670103092783506,3.193328132831773,1.0
19843,rRNA binding,541,266.5452865064695,0.5212569316081331,3.193183400602808,1.0
19237,centromeric DNA binding,34,554.8529411764706,0.8823529411764706,3.1896581306708955,1.0
16176,superoxide-generating NADPH oxidase activator activity,25,491.92,0.88,3.1815454063423934,1.0
17091,AU-rich element binding,76,431.2368421052632,0.7368421052631579,3.1798448275533833,1.0
17151,DEAD/H-box RNA helicase binding,35,707.4,0.9428571428571428,3.179604139427168,1.0
4386,helicase activity,766,1068.019582245431,0.8590078328981723,3.1649418825893387,0.999
16015,morphogen activity,23,331.5652173913044,0.8260869565217391,3.145579242971877,1.0
51117,ATPase binding,220,521.5454545454545,0.6772727272727272,3.1319117427227297,0.999
5068,transmembrane receptor protein tyrosine kinase adaptor activity,25,582.84,0.96,3.131325272097963,1.0
1786,phosphatidylserine binding,113,601.1504424778761,0.7964601769911505,3.1291878753059392,1.0
9931,calcium-dependent protein serine/threonine kinase activity,73,515.054794520548,0.8082191780821918,3.1208520771973025,1.0
70878,primary miRNA binding,21,631.2380952380952,1.0,3.0986462812112006,1.0
4004,ATP-dependent RNA helicase activity,280,810.4321428571428,0.8535714285714285,3.0877864707801965,1.0
42974,retinoic acid receptor binding,69,835.5217391304348,0.855072463768116,3.0686080591352747,1.0
33592,RNA strand annealing activity,26,853.2692307692307,0.9615384615384616,3.0684826483466248,1.0
1013,RNA polymerase I regulatory region DNA binding,31,735.7741935483871,0.9354838709677419,3.065657119344899,1.0
3724,RNA helicase activity,308,904.3051948051948,0.8538961038961039,3.0599957908492423,1.0
30619,U1 snRNA binding,21,666.4761904761905,0.9047619047619048,3.0528297990392237,1.0
1132,"RNA polymerase II transcription factor activity, TBP-class protein binding",28,952.8571428571429,0.9285714285714286,3.0480621504514516,1.0
31690,adrenergic receptor binding,61,658.2295081967213,0.8524590163934426,3.0398046006451276,1.0
1164,RNA polymerase I CORE element sequence-specific DNA binding,23,847.9130434782609,1.0,3.0325913613861926,1.0
32050,clathrin heavy chain binding,25,843.16,0.92,3.0225310680078312,1.0
1129,"RNA polymerase II transcription factor activity, TBP-class protein binding, involved in preinitiation complex assembly",27,957.5185185185185,0.9259259259259259,3.0093151678234835,1.0
8140,cAMP response element binding protein binding,26,654.9230769230769,0.9230769230769231,3.0077251629375197,0.999
51010,microtubule plus-end binding,53,1260.6792452830189,0.9245283018867925,2.996579490395806,1.0
30553,cGMP binding,60,738.1,0.9166666666666666,2.9916252270973014,1.0
35613,RNA stem-loop binding,36,584.6388888888889,0.8888888888888888,2.9915728041222187,1.0
22832,voltage-gated channel activity,503,766.4393638170974,0.7634194831013916,2.9906625056362173,0.999
4843,thiol-dependent ubiquitin-specific protease activity,193,736.3160621761658,0.8031088082901554,2.9801654893116094,1.0
3774,motor activity,447,1275.5682326621925,0.8568232662192393,2.9797942903134427,1.0
30374,ligand-dependent nuclear receptor transcription coactivator activity,107,810.4018691588785,0.8504672897196262,2.9734096036282534,0.998
4523,RNA-DNA hybrid ribonuclease activity,73,1290.2191780821918,0.9315068493150684,2.9606080007875515,1.0
5161,platelet-derived growth factor receptor binding,39,604.8461538461538,0.8461538461538461,2.9601362539202642,0.999
182,rDNA binding,44,814.5227272727273,0.8636363636363636,2.9427398494947026,0.999
4679,AMP-activated protein kinase activity,21,511.5238095238095,0.9523809523809523,2.9386778824532303,0.999
43539,protein serine/threonine kinase activator activity,77,438.7402597402597,0.6883116883116883,2.9357701264801914,0.999
993,RNA polymerase II core binding,88,641.1590909090909,0.8181818181818182,2.914691070945291,0.998
51400,BH domain binding,27,323.4074074074074,0.7777777777777778,2.914630427643862,0.999
217,DNA secondary structure binding,114,620.5964912280701,0.7719298245614035,2.904119494634503,0.999
5244,voltage-gated ion channel activity,501,767.7265469061877,0.7624750499001997,2.8998784786497933,0.999
35612,AP-2 adaptor complex binding,23,862.8695652173913,1.0,2.8913448282721324,1.0
35174,histone serine kinase activity,37,478.5945945945946,0.8108108108108109,2.8900950451406313,1.0
43015,gamma-tubulin binding,72,683.125,0.8055555555555556,2.8900666722841466,0.999
22841,potassium ion leak channel activity,40,411.425,0.775,2.8775027696372795,0.998
8312,7S RNA binding,31,428.4193548387097,0.8064516129032258,2.872981549452812,1.0
5385,zinc ion transmembrane transporter activity,95,480.62105263157895,0.7368421052631579,2.860054824822102,1.0
1965,G-protein alpha-subunit binding,78,547.3589743589744,0.7564102564102564,2.8546444383846383,1.0
48407,platelet-derived growth factor binding,32,1173.75,1.0,2.8523889291790616,1.0
16907,G-protein coupled acetylcholine receptor activity,20,534.65,0.95,2.850637510250732,1.0
97617,annealing activity,45,853.1111111111111,0.9111111111111111,2.8465558534201976,1.0
72509,divalent inorganic cation transmembrane transporter activity,113,472.929203539823,0.7256637168141593,2.843390071365584,0.999
8440,"inositol-1,4,5-trisphosphate 3-kinase activity",22,517.3181818181819,0.9090909090909091,2.833580093138497,1.0
43028,cysteine-type endopeptidase regulator activity involved in apoptotic process,106,504.54716981132077,0.7169811320754716,2.832499859463046,1.0
32266,phosphatidylinositol-3-phosphate binding,109,653.9266055045872,0.7798165137614679,2.8290791041902588,0.999
30346,protein phosphatase 2B binding,27,565.2222222222222,0.8518518518518519,2.824630741977142,1.0
46625,sphingolipid binding,40,641.725,0.85,2.813211216654182,1.0
5104,fibroblast growth factor receptor binding,81,371.01234567901236,0.6790123456790124,2.7872900193174277,0.998
5509,calcium ion binding,1878,858.9957401490948,0.7034078807241747,2.7817320726491994,0.999
35014,phosphatidylinositol 3-kinase regulator activity,21,736.8095238095239,1.0,2.778131975588226,1.0
50750,low-density lipoprotein particle receptor binding,60,938.7333333333333,0.8166666666666667,2.77043799791076,0.997
140080,class III/IV DNA-(apurinic or apyrimidinic site) lyase activity,54,363.8888888888889,0.7037037037037037,2.766092528763971,0.998
42030,ATPase inhibitor activity,29,415.0,0.6896551724137931,2.75890821486837,0.999
99122,RNA polymerase II C-terminal domain binding,21,666.2857142857143,1.0,2.7470011790339153,1.0
31432,titin binding,30,1030.3333333333333,0.8333333333333334,2.7442574788440313,1.0
70696,transmembrane receptor protein serine/threonine kinase binding,49,525.734693877551,0.7959183673469388,2.741216009502385,0.998
31683,G-protein beta/gamma-subunit complex binding,106,423.74528301886795,0.6698113207547169,2.7394213167113213,0.999
22842,narrow pore channel activity,46,441.7391304347826,0.7608695652173914,2.7321264231770286,0.999
1163,RNA polymerase I regulatory region sequence-specific DNA binding,26,768.1538461538462,0.9230769230769231,2.723057750178437,1.0
51393,alpha-actinin binding,77,2221.3896103896104,0.922077922077922,2.721547692548265,1.0
38036,sphingosine-1-phosphate receptor activity,23,398.60869565217394,0.8260869565217391,2.715778308869793,1.0
3964,RNA-directed DNA polymerase activity,75,1427.9733333333334,0.9733333333333334,2.709893053722314,0.999
50815,phosphoserine residue binding,33,565.6363636363636,0.8787878787878788,2.703463913923684,0.999
70325,lipoprotein particle receptor binding,74,942.0675675675676,0.7702702702702703,2.702443764595602,0.998
42056,chemoattractant activity,81,284.2098765432099,0.6172839506172839,2.691286235018358,0.997
5523,tropomyosin binding,34,375.3235294117647,0.7352941176470589,2.6905090730336054,0.998
140078,class I DNA-(apurinic or apyrimidinic site) lyase activity,54,363.8888888888889,0.7037037037037037,2.6869811214953367,0.999
51766,inositol trisphosphate kinase activity,30,481.8666666666667,0.8333333333333334,2.6669702803644117,1.0
1094,TFIID-class transcription factor binding,29,621.1379310344828,0.896551724137931,2.6660760346610317,1.0
51379,epinephrine binding,22,439.6818181818182,0.8636363636363636,2.6539552107881486,0.999
30957,Tat protein binding,26,562.5,0.8461538461538461,2.641912745838153,0.999
70035,purine NTP-dependent helicase activity,455,926.4351648351649,0.843956043956044,2.6416286438353334,0.996
22840,leak channel activity,46,441.7391304347826,0.7608695652173914,2.641568878206326,0.997
8026,ATP-dependent helicase activity,455,926.4351648351649,0.843956043956044,2.617467528601396,0.997
43395,heparan sulfate proteoglycan binding,60,895.0666666666667,0.8833333333333333,2.613746557446903,1.0
1902936,phosphatidylinositol bisphosphate binding,258,662.8759689922481,0.7596899224806202,2.609815978379639,0.996
5112,Notch binding,68,879.6470588235294,0.8823529411764706,2.6069291713376406,0.997
42975,peroxisome proliferator activated receptor binding,29,762.8620689655172,0.896551724137931,2.5997769115492333,1.0
34987,immunoglobulin receptor binding,40,432.9,0.7,2.595604600034551,0.999
1540,amyloid-beta binding,136,598.2058823529412,0.7647058823529411,2.5870441932418964,0.998
44390,ubiquitin-like protein conjugating enzyme binding,92,463.0326086956522,0.717391304347826,2.5631345526324663,0.997
39706,co-receptor binding,23,645.5652173913044,0.8695652173913043,2.5579311664203925,0.998
43621,protein self-association,248,895.2137096774194,0.7056451612903226,2.554656315178124,0.992
70628,proteasome binding,52,579.4230769230769,0.7307692307692307,2.547936766998235,0.999
35374,chondroitin sulfate binding,23,902.5652173913044,0.9130434782608695,2.540311493612264,0.999
8569,"ATP-dependent microtubule motor activity, minus-end-directed",37,2829.675675675676,1.0,2.5366730814627823,1.0
34979,NAD-dependent protein deacetylase activity,85,540.7647058823529,0.7647058823529411,2.535407283520718,0.998
1990381,ubiquitin-specific protease binding,44,680.5454545454545,0.8636363636363636,2.5277169781742517,0.998
4725,protein tyrosine phosphatase activity,275,708.6218181818182,0.7454545454545455,2.5254186680517927,0.995
32454,histone demethylase activity (H3-K9 specific),35,1069.5428571428572,1.0,2.5203879088405174,1.0
45294,alpha-catenin binding,34,828.2058823529412,0.9705882352941176,2.5133948602784715,0.998
8574,"ATP-dependent microtubule motor activity, plus-end-directed",62,1113.5645161290322,0.9838709677419355,2.5049953303906882,0.999
5251,delayed rectifier potassium channel activity,51,606.2156862745098,0.8431372549019608,2.498980786611838,0.998
15279,store-operated calcium channel activity,29,720.7931034482758,0.9310344827586207,2.4883339408906937,0.998
1671,ATPase activator activity,75,405.93333333333334,0.68,2.4823296706410902,0.996
33691,sialic acid binding,24,814.2916666666666,0.9166666666666666,2.4805695536777854,0.998
33549,MAP kinase phosphatase activity,40,443.225,0.75,2.4784756736013622,0.998
900,"translation repressor activity, nucleic acid binding",44,531.2727272727273,0.7954545454545454,2.4653916773092597,0.998
98960,postsynaptic neurotransmitter receptor activity,77,614.5974025974026,0.8051948051948052,2.4506974543774382,0.997
5521,lamin binding,43,1114.0232558139535,0.8604651162790697,2.4492772181928055,0.999
30165,PDZ domain binding,260,783.4076923076923,0.7769230769230769,2.4479962781967415,0.993
99529,neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential,71,564.9859154929577,0.7887323943661971,2.4475842158552576,0.995
16895,"exodeoxyribonuclease activity, producing 5'-phosphomonoesters",95,648.6315789473684,0.7684210526315789,2.443624816419741,0.997
70411,I-SMAD binding,33,599.9090909090909,0.8787878787878788,2.4427499010987748,0.997
4529,exodeoxyribonuclease activity,98,642.1734693877551,0.7653061224489796,2.440139497067971,0.996
97371,MDM2/MDM4 family protein binding,22,419.5,0.8181818181818182,2.43660332504061,0.996
50811,GABA receptor binding,31,627.1612903225806,0.8387096774193549,2.436150309164287,0.996
5126,cytokine receptor binding,677,354.2762186115214,0.5553914327917282,2.4334683012066547,0.993
5201,extracellular matrix structural constituent,151,1391.1258278145694,0.8874172185430463,2.432642211281364,0.992
1904315,transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential,69,538.4057971014493,0.782608695652174,2.4232502396941857,0.995
35184,histone threonine kinase activity,24,708.25,0.9583333333333334,2.4114943836259575,0.999
51864,histone demethylase activity (H3-K36 specific),33,882.9090909090909,0.9696969696969697,2.4069823299613944,1.0
70679,"inositol 1,4,5 trisphosphate binding",28,1125.5,1.0,2.403013841923413,1.0
45295,gamma-catenin binding,31,1128.0645161290322,1.0,2.398732045221723,1.0
61733,peptide-lysine-N-acetyltransferase activity,129,879.8759689922481,0.7906976744186046,2.395135859918526,0.996
51787,misfolded protein binding,41,598.4146341463414,0.8292682926829268,2.395096589444758,0.992
17017,MAP kinase tyrosine/serine/threonine phosphatase activity,28,409.2142857142857,0.7857142857142857,2.3943171613036496,0.999
4430,1-phosphatidylinositol 4-kinase activity,30,1048.6666666666667,0.9666666666666667,2.3939432617525283,1.0
47555,"3',5'-cyclic-GMP phosphodiesterase activity",47,675.6808510638298,0.851063829787234,2.3939233228661108,0.999
30507,spectrin binding,73,1178.0684931506848,0.8767123287671232,2.388087327782999,0.997
35198,miRNA binding,63,691.5238095238095,0.8412698412698413,2.3820267753030935,0.996
5164,tumor necrosis factor receptor binding,70,355.4142857142857,0.6714285714285714,2.379148576015724,0.997
16308,1-phosphatidylinositol-4-phosphate 5-kinase activity,27,764.9629629629629,0.9259259259259259,2.368405093267636,1.0
51378,serotonin binding,32,438.34375,0.78125,2.3503900825155806,0.996
8494,translation activator activity,21,445.3333333333333,0.8095238095238095,2.3401858290187505,0.998
34452,dynactin binding,21,1100.7619047619048,0.9523809523809523,2.3376797323940033,0.999
405,bubble DNA binding,21,740.952380952381,0.9047619047619048,2.329278507803314,0.999
5522,profilin binding,33,1406.2424242424242,0.9393939393939394,2.321815821895868,0.997
5178,integrin binding,272,831.625,0.7536764705882353,2.318941734003946,0.99
8331,high voltage-gated calcium channel activity,34,1599.0294117647059,1.0,2.312305947753513,1.0
30594,neurotransmitter receptor activity,318,609.2201257861635,0.7295597484276729,2.302994358058739,0.992
1901338,catecholamine binding,52,441.63461538461536,0.75,2.293367004237994,0.996
16917,GABA receptor activity,61,563.2295081967213,0.8032786885245902,2.280772981055576,0.995
32453,histone demethylase activity (H3-K4 specific),30,1089.5,1.0,2.2769443653399595,1.0
4527,exonuclease activity,371,749.4070080862533,0.7493261455525606,2.267352320955178,0.991
86008,voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization,22,555.9545454545455,0.8636363636363636,2.2634863522070536,0.996
17134,fibroblast growth factor binding,58,724.948275862069,0.8103448275862069,2.2517794293916364,0.994
42289,MHC class II protein binding,20,590.55,0.85,2.2290337290303177,0.998
61631,ubiquitin conjugating enzyme activity,67,397.7014925373134,0.582089552238806,2.2242101065745015,0.99
16279,protein-lysine N-methyltransferase activity,181,1004.9889502762431,0.8011049723756906,2.218162008971988,0.994
38191,neuropilin binding,32,758.375,0.9375,2.208552894742419,0.997
35173,histone kinase activity,72,630.3333333333334,0.7777777777777778,2.1755682787219297,0.987
4402,histone acetyltransferase activity,119,915.6890756302521,0.7815126050420168,2.165890894233193,0.989
400,four-way junction DNA binding,77,519.0,0.7012987012987013,2.164095666633023,0.992
8093,cytoskeletal adaptor activity,22,773.6363636363636,0.9090909090909091,2.1592733286322114,0.997
43208,glycosphingolipid binding,22,717.0909090909091,0.8636363636363636,2.1514406592936233,0.992
48256,flap endonuclease activity,44,679.2045454545455,0.8409090909090909,2.150155059486446,0.995
34046,poly(G) binding,23,642.8260869565217,0.9130434782608695,2.1456718772279526,0.996
8349,MAP kinase kinase kinase kinase activity,24,853.125,0.9583333333333334,2.136401468939786,0.997
71253,connexin binding,20,462.2,0.8,2.133100333262095,0.994
43394,proteoglycan binding,107,888.7009345794393,0.8037383177570093,2.1288593611774247,0.988
4114,"3',5'-cyclic-nucleotide phosphodiesterase activity",90,706.4888888888889,0.8222222222222222,2.1038612098716594,0.992
17070,U6 snRNA binding,31,579.0,0.7419354838709677,2.096153126358992,0.991
8097,5S rRNA binding,46,334.5217391304348,0.6521739130434783,2.090880003385876,0.99
30332,cyclin binding,85,534.9058823529411,0.7058823529411765,2.0870661606680625,0.982
16796,"exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters",218,741.7981651376147,0.7431192660550459,2.0465248387323736,0.985
1222,transcription corepressor binding,33,748.7575757575758,0.7575757575757576,2.0420555071037705,0.993
70016,armadillo repeat domain binding,23,1002.6521739130435,0.9130434782608695,2.0313393056915636,0.994
4844,uracil DNA N-glycosylase activity,20,303.4,0.7,2.017642861691655,0.984
70182,DNA polymerase binding,46,650.695652173913,0.782608695652174,2.0142832801534865,0.987
16278,lysine N-methyltransferase activity,183,997.016393442623,0.7923497267759563,2.0123814316498043,0.987
46790,virion binding,24,618.1666666666666,0.8333333333333334,2.000638691975151,0.988
42800,histone methyltransferase activity (H3-K4 specific),36,1907.8333333333333,0.9722222222222222,1.9986004813666358,0.995
38024,cargo receptor activity,131,914.9389312977099,0.816793893129771,1.9935375523210697,0.988
32051,clathrin light chain binding,20,1182.25,0.95,1.9869790282394033,0.995
5545,1-phosphatidylinositol binding,43,898.9767441860465,0.8837209302325582,1.9783337212556082,0.991
50780,dopamine receptor binding,63,562.8412698412699,0.7619047619047619,1.9764607947777797,0.985
22848,acetylcholine-gated cation-selective channel activity,60,504.1666666666667,0.75,1.9660859843217473,0.989
43176,amine binding,34,437.70588235294116,0.7352941176470589,1.9610624633756903,0.987
3743,translation initiation factor activity,268,482.0186567164179,0.6455223880597015,1.9583481490315016,0.984
1990948,ubiquitin ligase inhibitor activity,22,226.04545454545453,0.6363636363636364,1.950080012959938,0.992
97506,deaminated base DNA N-glycosylase activity,20,303.4,0.7,1.9488915360753623,0.983
31698,beta-2 adrenergic receptor binding,20,696.35,0.9,1.9478962811374865,0.992
4690,cyclic nucleotide-dependent protein kinase activity,38,704.7894736842105,0.7894736842105263,1.9282042715631196,0.987
32934,sterol binding,123,597.7560975609756,0.7073170731707317,1.91939382850335,0.985
5245,voltage-gated calcium channel activity,114,1221.9912280701753,0.8333333333333334,1.912124353054533,0.978
51880,G-quadruplex DNA binding,26,1146.7692307692307,1.0,1.9091293863664707,1.0
50321,tau-protein kinase activity,38,534.8684210526316,0.7894736842105263,1.9079628085053613,0.989
80025,"phosphatidylinositol-3,5-bisphosphate binding",59,607.1186440677966,0.7627118644067796,1.8878484475860124,0.984
268,peroxisome targeting sequence binding,23,447.9130434782609,0.782608695652174,1.8779215543398773,0.99
16748,succinyltransferase activity,26,512.7307692307693,0.8076923076923077,1.871370185271069,0.989
36312,phosphatidylinositol 3-kinase regulatory subunit binding,29,888.7931034482758,0.9310344827586207,1.858925007391984,0.988
97718,disordered domain specific binding,108,737.2592592592592,0.7407407407407407,1.8552396593442857,0.978
52742,phosphatidylinositol kinase activity,102,983.5980392156863,0.8431372549019608,1.8483735263263736,0.981
8191,metalloendopeptidase inhibitor activity,40,323.35,0.65,1.8190211184245277,0.976
4723,calcium-dependent protein serine/threonine phosphatase activity,26,461.84615384615387,0.7692307692307693,1.8122314260789851,0.98
8409,5'-3' exonuclease activity,83,726.5180722891566,0.8072289156626506,1.8112987541286893,0.972
8142,oxysterol binding,21,654.2380952380952,0.8571428571428571,1.8101895742654337,0.98
50786,RAGE receptor binding,28,144.82142857142858,0.5,1.8006091946085168,0.972
70577,lysine-acetylated histone binding,46,1348.5217391304348,0.9565217391304348,1.7959753437853918,0.991
5154,epidermal growth factor receptor binding,89,546.0224719101124,0.7078651685393258,1.7850164459197282,0.971
4716,"signal transducer, downstream of receptor, with protein tyrosine kinase activity",23,1118.0434782608695,1.0,1.783506055408613,1.0
15377,cation:chloride symporter activity,23,1080.391304347826,1.0,1.7766896708768165,1.0
51019,mitogen-activated protein kinase binding,78,747.1153846153846,0.782051282051282,1.7730193882877787,0.976
19198,transmembrane receptor protein phosphatase activity,26,1367.2692307692307,1.0,1.7649166717552598,1.0
8079,translation termination factor activity,38,375.2894736842105,0.6842105263157895,1.7644007018201837,0.973
5001,transmembrane receptor protein tyrosine phosphatase activity,26,1367.2692307692307,1.0,1.7584299727091182,1.0
3747,translation release factor activity,34,397.2352941176471,0.7058823529411765,1.7529061035621814,0.97
35312,5'-3' exodeoxyribonuclease activity,35,593.5714285714286,0.8,1.7527624551639835,0.981
4890,GABA-A receptor activity,48,488.0625,0.75,1.7432530227822285,0.971
51371,muscle alpha-actinin binding,34,3660.9117647058824,0.9705882352941176,1.738663998048193,0.99
34212,peptide N-acetyltransferase activity,156,778.8141025641025,0.7243589743589743,1.7314852575500927,0.96
140033,acetylation-dependent protein binding,46,1348.5217391304348,0.9565217391304348,1.7275335591064584,0.988
98632,cell-cell adhesion mediator activity,70,651.4142857142857,0.7285714285714285,1.7227064672308319,0.964
97493,structural molecule activity conferring elasticity,30,4206.066666666667,0.9666666666666667,1.7224335522201677,0.99
55105,ubiquitin-protein transferase inhibitor activity,27,265.22222222222223,0.6296296296296297,1.718018160083106,0.972
19199,transmembrane receptor protein kinase activity,322,867.7981366459627,0.8291925465838509,1.7105335407883029,0.963
5114,type II transforming growth factor beta receptor binding,29,518.3448275862069,0.7931034482758621,1.7023464839258906,0.977
61575,cyclin-dependent protein serine/threonine kinase activator activity,20,246.55,0.6,1.6827053859768046,0.967
45159,myosin II binding,25,766.32,0.84,1.6756290536444847,0.968
31624,ubiquitin conjugating enzyme binding,76,500.7763157894737,0.6973684210526315,1.6699325281003827,0.962
70405,ammonium ion binding,193,474.80829015544043,0.6476683937823834,1.6639093397986366,0.956
31435,mitogen-activated protein kinase kinase kinase binding,53,650.7169811320755,0.7735849056603774,1.6621801076165807,0.966
45503,dynein light chain binding,47,2578.255319148936,0.9361702127659575,1.6545196981608123,0.98
1016,RNA polymerase III regulatory region DNA binding,22,910.8636363636364,0.8181818181818182,1.6398711518651758,0.977
8510,sodium:bicarbonate symporter activity,23,1107.4347826086957,1.0,1.6281494310024964,1.0
50840,extracellular matrix binding,139,727.4748201438849,0.7553956834532374,1.6148500975868163,0.967
30284,estrogen receptor activity,23,479.4782608695652,0.782608695652174,1.613590828691619,0.974
5021,vascular endothelial growth factor-activated receptor activity,23,1153.3478260869565,1.0,1.6095790819951146,1.0
19211,phosphatase activator activity,31,450.0,0.7096774193548387,1.6077310336834043,0.964
43548,phosphatidylinositol 3-kinase binding,88,884.1590909090909,0.8522727272727273,1.6053435410990582,0.965
71933,Arp2/3 complex binding,22,561.7727272727273,0.7727272727272727,1.597914934134886,0.973
97153,cysteine-type endopeptidase activity involved in apoptotic process,41,362.8536585365854,0.6585365853658537,1.5829169737452977,0.963
8179,adenylate cyclase binding,32,846.59375,0.84375,1.5805336138281756,0.968
4714,transmembrane receptor protein tyrosine kinase activity,198,1012.2373737373738,0.8888888888888888,1.577752193138211,0.957
97200,cysteine-type endopeptidase activity involved in execution phase of apoptosis,27,382.22222222222223,0.7037037037037037,1.5678046429350863,0.954
5243,gap junction channel activity,44,381.70454545454544,0.6590909090909091,1.5628309338881332,0.953
34713,type I transforming growth factor beta receptor binding,31,477.5483870967742,0.7419354838709677,1.5170396784240943,0.957
43008,ATP-dependent protein binding,27,660.4444444444445,0.7777777777777778,1.503247006524086,0.964
17108,5'-flap endonuclease activity,35,687.6857142857143,0.8,1.4984806582602708,0.959
42166,acetylcholine binding,37,524.2162162162163,0.7567567567567568,1.4924952624871122,0.957
17162,aryl hydrocarbon receptor binding,24,796.875,0.875,1.477590614257851,0.967
70064,proline-rich region binding,47,693.2978723404256,0.7872340425531915,1.4737663514472492,0.959
5217,intracellular ligand-gated ion channel activity,93,1634.1075268817203,0.8924731182795699,1.4690699430929706,0.951
8432,JUN kinase binding,31,825.6451612903226,0.8709677419354839,1.4657320496117583,0.958
5165,neurotrophin receptor binding,43,451.93023255813955,0.6976744186046512,1.4564704751459694,0.956
30911,TPR domain binding,21,661.9047619047619,0.8571428571428571,1.4065947000719194,0.963
32041,NAD-dependent histone deacetylase activity (H3-K14 specific),55,609.0181818181818,0.7636363636363637,1.3989983212344856,0.952
4972,NMDA glutamate receptor activity,20,1230.5,1.0,1.3847884898568181,1.0
4703,G-protein coupled receptor kinase activity,23,624.7826086956521,0.8695652173913043,1.3743108877881869,0.954
99604,ligand-gated calcium channel activity,70,1992.8857142857144,0.9285714285714286,1.3515414034227702,0.955
5113,patched binding,23,594.304347826087,0.782608695652174,1.3281043061700457,0.956
30676,Rac guanyl-nucleotide exchange factor activity,34,1446.4411764705883,0.9705882352941176,1.2498761253227084,0.96
15301,anion:anion antiporter activity,97,656.4329896907217,0.6288659793814433,-1.7994881704270502,0.04600000000000004
16875,"ligase activity, forming carbon-oxygen bonds",256,657.953125,0.66796875,-1.8058133781364432,0.04800000000000004
45028,G-protein coupled purinergic nucleotide receptor activity,29,350.62068965517244,0.3103448275862069,-1.821881617484787,0.049000000000000044
19841,retinol binding,42,305.5238095238095,0.30952380952380953,-1.828451461087814,0.04300000000000004
5337,nucleoside transmembrane transporter activity,39,481.97435897435895,0.48717948717948717,-1.843556360727265,0.04500000000000004
