:ID,:LABEL,id,name,category,def
KW-0221,Keyword,KW-0221,Differentiation,Biological process,"Protein involved in differentiation, the developmental process of amulticellular organism by which cells become specialized forparticular functions. Differentiation requires selective expression ofthe genome; the fully differentiated state may be preceded by a stagein which the cell is already programmed for differentiation but is notyet expressing the characteristic phenotype determination. Also usedfor fungal conidiation proteins, and for some bacteria that presentspecialization of function in cell types, such as Caulobactercrescentus"
KW-0222,Keyword,KW-0222,Digestion,Biological process,"Protein involved in the process whereby nutrients are rendered solubleand capable of being absorbed by the organism or cell, by action ofvarious hydrolytic enzymes that break down proteins, carbohydrates,fats, etc"
KW-0223,Keyword,KW-0223,Dioxygenase,Molecular function,Enzyme that reduces molecular oxygen by incorporating both atoms intoits substrate(s)
KW-0224,Keyword,KW-0224,Dipeptidase,Molecular function,Enzyme that hydrolyzes a dipeptide into its constituent amino acids
KW-0903,Keyword,KW-0903,Direct protein sequencing,Technical term,"Protein, whose amino acid sequence has been partially (more than oneresidue) or completely determined experimentally by Edman degradationor by mass spectrometry"
KW-0225,Keyword,KW-0225,Disease mutation,Disease,"Protein for which at least one variant, responsible for a disease, isdescribed in the feature table of its Swiss-Prot entry"
KW-1015,Keyword,KW-1015,Disulfide bond,PTM,"Protein which is modified by the formation of a bond between the thiolgroups of two peptidyl-cysteine residues. The process of chemicaloxidation that forms interchain disulfide bonds can produce stable,covalently linked protein dimers, multimers or complexes, whereasintrachain disulfide bonds can contribute to protein folding andstability. Depending on the protein environment, some disulfide bondsare more labile, forming transient redox-active disulfide bonds thatare alternately reduced and oxidized in the course of an enzymaticreaction"
KW-0226,Keyword,KW-0226,DNA condensation,Biological process,"Protein involved in DNA condensation. In most eukaryotes, thechromosomal packing involves the wrapping of DNA around a core ofhistones to form nucleosomes. Adjacent nucleosomes are packagedtogether via Histone 1 and nucleosomes are organised into a 30 nmchromatin fibre. DNA condensation takes place as cells enter mitosisor when germ cells enter meiosis"
KW-0227,Keyword,KW-0227,DNA damage,Biological process,"Protein induced by DNA damage or protein involved in the response toDNA damage. Drug- or radiation-induced injuries in DNA introducedeviations from its normal double-helical conformation. These changesinclude structural distortions which interfere with replication andtranscription, as well as point mutations which disrupt base pairs andexert damaging effects on future generations through changes in DNAsequence. Response to DNA damage results in either repair ortolerance"
KW-1256,Keyword,KW-1256,DNA end degradation evasion by virus,Biological process,"Viral protein that inhibits or counteracts prokaryotic hosthelicase/nuclease proteins in order to escape the antiviral activityof the latter. When functioning in their exonuclease mode,helicase/nuclease proteins such as bacterial RecBCD or AddAB degradeany free DNA end as well as the linear dsDNA products resulting fromrestriction Type II cleavage. Any prokaryotic virus that exposes freedsDNA ends as part of its life cycle must find the means to evadedestruction by these host enzymes. Prokaryotic viruses escape thishost defense by expressing inhibitors or by protecting the ends oftheir linear genomes from digestion"
KW-0228,Keyword,KW-0228,DNA excision,Biological process,"Protein involved in the repair of damages to one strand of DNA (lossof purines due to thermal fluctuations, formation of pyrimidine dimersby UV irradiation, for instance). The site of damage is recognized,excised by an endonuclease, the correct sequence is copied from thecomplementary strand by a polymerase and the ends of this correctsequence are joined to the rest of the strand by a ligase. Inbacterial systems, the polymerase also acts as endonuclease. ExcisaseA and other proteins involved in recombination mediate DNA excision; aprocess whereby abnormal or mismatched nucleotides are enzymaticallycut out of a strand of a DNA molecule"
KW-0229,Keyword,KW-0229,DNA integration,Biological process,"Protein involved in DNA integration, a process that mediates theinsertion of foreign genetic material, or other duplex DNA, into achromosome, or another replicon, in order to form a covalently linkedDNA continuous with the host DNA"
KW-0230,Keyword,KW-0230,DNA invertase,Molecular function,Specific recombinases which catalyze the inversion of a DNA segmentwithin a nucleoprotein structure termed invertasome
KW-0233,Keyword,KW-0233,DNA recombination,Biological process,"Protein involved in DNA recombination, i.e. any process in which DNAmolecules are cleaved and the fragments are rejoined to give a newcombination"
KW-0234,Keyword,KW-0234,DNA repair,Biological process,"Protein involved in the repair of DNA, the various biochemicalprocesses by which damaged DNA can be restored. DNA repair embraces,for instance, not only the direct reversal of some types of damage(such as the enzymatic photoreactivation of thymine dimers), but alsomultiple distinct mechanisms for excising damaged base; termednucleotide excision repair (NER), base excision repair (BER) andmismatch repair (MMR); or mechanisms for repairing double-strandbreaks"
KW-0235,Keyword,KW-0235,DNA replication,Biological process,"Protein involved in DNA replication, i.e. the duplication of DNA bymaking a new copy of an existing molecule. The parental double-stranded DNA molecule is replicated semi conservatively, i.e. eachcopy contains one of the original strands paired with a newlysynthesized strand that is complementary in terms of AT and GC basepairing"
KW-0236,Keyword,KW-0236,DNA replication inhibitor,Molecular function,Protein involved in the inhibition of DNA replication
KW-0237,Keyword,KW-0237,DNA synthesis,Biological process,Protein involved in the synthesis of DNA from deoxyribonucleic acidmonomers
KW-0238,Keyword,KW-0238,DNA-binding,Molecular function,"Protein which binds to DNA, typically to pack or modify the DNA, or toregulate gene expression. Among those proteins that recognize specificDNA sequences, there are a number of characteristic conserved motifsbelieved to be essential for specificity. Many DNA-binding domains aredescribed in PROSITE"
KW-0239,Keyword,KW-0239,DNA-directed DNA polymerase,Molecular function,Enzyme that catalyzes DNA synthesis by addition of deoxyribonucleotideunits to a DNA chain using DNA as a template. They can also possessexonuclease activity and therefore function in DNA repair
KW-0240,Keyword,KW-0240,DNA-directed RNA polymerase,Cellular component,"Protein of the DNA-directed RNA polymerase complexes, which catalyzeRNA synthesis the by addition of ribonucleotide units to a RNA chainusing DNA as a template. They can initiate a chain de novoProkaryotes have a single enzyme for the three RNA types that issubject to stringent regulatory mechanisms. Eukaryotes have type Ithat synthesizes all rRNA except the 5S component, type II thatsynthesizes mRNA and hnRNA and type III that synthesizes tRNA and the5S component of rRNA"
KW-0241,Keyword,KW-0241,Down syndrome,Disease,"Protein which, if defective, causes Down's syndrome, a condition dueto the presence of three copies of chromosome 21 (trisomy 21),characterized by some degree of mental retardation, short stature andpoor muscle tone. Common (1 in 700 live births); incidence increaseswith maternal age. The cause is usually non-disjunction at meiosis butoccasionally a translocation of fused chromosomes 21 and 14"
KW-0242,Keyword,KW-0242,Dwarfism,Disease,"Protein which, if defective, causes dwarfism, a skeletal growth defectresulting in the condition of being undersized"
KW-0243,Keyword,KW-0243,Dynein,Cellular component,"Large multimeric complex with ATPase activity, responsible for themovement of eukaryotic cilia and flagella (axonemal dynein) and forthe intracellular retrograde motility of vesicles, organelles andchromosomes along microtubules (cytosolic dynein). Constitutes theside arms of the outer microtubule doublets in the ciliary axoneme andis responsible for the sliding. Also used for the dynein-associatedmicrotubule-binding proteins (MTBs), e.g. dynactin"
KW-1011,Keyword,KW-1011,Dyskeratosis congenita,Disease,"Protein which, if defective, causes dyskeratosis congenita, aclinically and genetically heterogeneous disorder characterized byabnormal skin pigmentation, mucosal leukoplakia, nail dystrophy,progressive bone marrow failure, and increased predisposition tocancer"
KW-1023,Keyword,KW-1023,Dystonia,Disease,"Protein which, if defective, causes dystonia or dystonic conditionsthat feature persistent or recurrent episodes of dystonia as a majormanifestation of disease. Dystonia is a movement disorder with aneurological basis, due to disordered tonicity of muscle. It ischaracterized by sustained involuntary muscle contractions that causeabnormal postures, twisting, repetitive and patterned movements. Itmay affect muscles throughout the body (generalized), in certain partsof the body (segmental), or may be confined to particular muscles ormuscle groups (focal)"
KW-1215,Keyword,KW-1215,Dystroglycanopathy,Disease,"Protein which, if defective, causes any of the muscular disorderscaused by aberrant glycosylation of dystroglycan. These geneticallyheterogeneous diseases include a range of conditions with differentdegrees of severity. At the most severe end of the clinical spectrum,Walker-Warburg syndrome (WWS), muscle-eye-brain disease (MEB) andFukuyama congenital muscular dystrophy (FCMD) are characterized bycongenital muscular dystrophy and severe structural brain and eyeabnormalities, which in WWS result in early infantile death. At themildest end of the clinical spectrum, affected individuals presentwith limb girdle muscular dystrophy (LGMD), without brain and eyeinvolvement"
KW-0244,Keyword,KW-0244,Early protein,Developmental stage,Bacteriophage or viral protein expressed in the first phase of theinfectious cycle
KW-0038,Keyword,KW-0038,Ectodermal dysplasia,Disease,"Protein which, if defective, causes ectodermal dysplasia, aheterogeneous group of developmental disorders affecting tissues ofectodermal origin. Ectodermal dysplasias are characterized by abnormaldevelopment of two or more ectodermal structures such as hair, teeth,nails and sweat glands, with or without any additional clinical signEach combination of clinical features represents a different type ofectodermal dysplasia"
KW-0245,Keyword,KW-0245,EGF-like domain,Domain,"Protein containing at least one EGF-like domain, a sequence of aboutthirty to forty amino-acid residues long found in the sequence ofepidermal growth factor (EGF). It has been shown to be present, in amore or less conserved form, in a large number of proteins. The EGF-like domain contains six cysteines which form disulfide bonds withinthe domain (C1-C3, C2-C4, C5-C6)"
KW-0248,Keyword,KW-0248,Ehlers-Danlos syndrome,Disease,"Protein which, if defective, causes Ehlers-Danlos syndrome (EDS), agenetically and phenotypically heterogeneous group of connective-tissue disorders. It affects primarily the skin, ligaments, joints,and blood vessels. Typical features include skin hyperextensibility,joint hypermobility, easy bruisability, friability of tissues withbleeding and poor wound healing. Inheritance can be autosomaldominant, autosomal recessive, or X-linked recessive"
KW-0249,Keyword,KW-0249,Electron transport,Biological process,"Protein involved in the transport of electrons, a process by whichelectrons are transported through a series of reactions from thereductant, or electron donor, to the oxidant, or electron acceptor,with concomitant energy conversion. Necessary for both photosynthesisand aerobic respiration"
KW-0250,Keyword,KW-0250,Elliptocytosis,Disease,"Protein which, if defective, causes elliptocytosis, a disordercharacterized by variable haemolytic anaemia and elliptical red bloodcell shape. Caused by deficiency/dysfunction of red blood cellmembrane proteins"
KW-0251,Keyword,KW-0251,Elongation factor,Molecular function,"Protein that associates with ribosomes cyclically during theelongation phase of protein synthesis, and catalyze formation of theacyl bond between the incoming amino-acid residue and the peptidechain"
KW-1067,Keyword,KW-1067,Emery-Dreifuss muscular dystrophy,Disease,"Protein which, if defective, causes Emery-Dreifuss muscular dystrophy,a heterogenous group of inherited muscular dystrophy without theinvolvement of nervous system. The disease is characterized by slowlyprogressive muscle weakness, contracture of the elbows, Achillestendon and posterior cervical muscles, and cardiac features"
KW-0254,Keyword,KW-0254,Endocytosis,Biological process,"Protein involved in endocytosis, a process by which extracellularmaterials are taken up into a cell by invagination of the plasmamembrane to form vesicles enclosing these materials"
KW-0255,Keyword,KW-0255,Endonuclease,Molecular function,Phosphodiesterase capable of cleaving at phosphodiester internal bondswithin a DNA or RNA substrate
KW-0256,Keyword,KW-0256,Endoplasmic reticulum,Cellular component,"Protein whose subcellular location is the endoplasmic reticulum, amembrane system continuous with the outer nuclear membrane. Itconsists of flattened, single-membrane vesicles whose innercompartments, the cisternae, interconnect to form channels throughoutthe cytoplasm. The rough-surface portion is studded with ribosomes"
KW-0257,Keyword,KW-0257,Endorphin,Molecular function,Morphine-like peptides produced by the brain in response toneurotransmitters. They bind to neuron receptors that mediate theaction of opiates and induce analgesia and sedation
KW-0967,Keyword,KW-0967,Endosome,Cellular component,"Protein found in or associated with endosomes. Endosomes are highlydynamic membrane systems involved in transport within the cell, theyreceive endocytosed cell membrane molecules and sort them for eitherdegradation or recycling back to the cell surface. They also receivenewly synthesised proteins destined for vacuolar/lysosomalcompartments. In certain cell types, endosomal multivesicular bodiesmay fuse with the cell surface in an exocytic manner. These releasedvesicles are called exosomes"
KW-0259,Keyword,KW-0259,Enterobactin biosynthesis,Biological process,"Protein involved in the synthesis of enterobactin, a compound thattransports iron from the bacterial environment into the cellcytoplasm"
KW-0260,Keyword,KW-0260,Enterotoxin,Molecular function,"Toxin which, either when ingested or when produced by enterobacteriawithin the intestine, acts on the intestinal mucosa and inducesdiarrhea by perturbing ion and water transport systems"
KW-0263,Keyword,KW-0263,Epidermolysis bullosa,Disease,"Protein which, if defective, causes epidermolysis bullosa, any of agroup of mechano-bullous disorders characterized by blistering and/orerosion of the skin and mucous membranes which occur spontaneously oras a result of mild physical trauma. Traditionally, epidermolysisbullosa is divided into three broad categories based on the level oftissue separation: in epidermolysis bullosa simplex (EBS), tissueseparation is intraepidermal and occurs within the basal keratinocytesat the bottom layer of epidermis; the junctional forms (JEB) displaytissue separation within the dermo-epidermal basement membrane(basement membrane zone, BMZ), primarily within the lamina lucida; inthe dystrophic forms (DEB), tissue separation occurs below the laminadensa within the upper papillary dermis. Some forms of epidermolysisbullosa display tissue separation at the basal cell/lamina lucidainterface, at the level of the hemidesmosomes (hemidesmosomalvariants). The hemidesmosomal variants overlap with the traditionalsubtypes, particularly the simplex and junctional forms. In additionto skin involvement, various extracutaneous manifestations can beassociated with distinct subtypes of epidermolysis bullosa"
KW-0887,Keyword,KW-0887,Epilepsy,Disease,"Protein which, if defective, causes epilepsy, any of a group ofdisorders characterized by paroxysmal transient disturbances of theelectrical activity of the brain that may be manifested as episodicimpairment or loss of consciousness, abnormal motor phenomena, psychicor sensory disturbances, or perturbation of the autonomic nervoussystem. Epilepsy is classified as either symptomatic or idiopathicaccording to whether the cause is known or unknown. Both of thesetypes can be classified into partial and generalized epilepsy,depending on whether the seizures are due to limited or to widespreadbrain lesions, respectively"
KW-0931,Keyword,KW-0931,ER-Golgi transport,Biological process,"Protein involved in the 'ER-to-Golgi' transport, a bidirectionalmembrane traffic between the endoplasmic reticulum and the Golgiapparatus which mediates the transfer of cargo molecules by means ofsmall vesicles or tubular-saccular extensions"
KW-0895,Keyword,KW-0895,ERV,Technical term,"Protein encoded by proviral genes of endogenous retroviruses. When aretrovirus infects a host cell, viral reverse transcriptase (RT) makesa DNA copy of the RNA viral genome. The integrated DNA form of aretrovirus is referred to as a provirus. Proviral genes are expressedby cellular mechanisms. Retroviruses that enter the germline arereferred to as endogenous retroviruses (ERVs) to distinguish them fromhorizontally transmitted, not passed on to host progeny, ""exogenous""retroviruses. Amplification of ERV copy number via retrotranspositionor reinfection has given rise to numerous ERV sequences in thevertebrate genomes. As much as 8% of the human genome, and 10% of themouse genome, consists of sequences derived from ERV insertions"
KW-0265,Keyword,KW-0265,Erythrocyte maturation,Biological process,"Protein involved in the maturation of erythrocytes, the predominanttype of cells present in vertebrate blood and which contain the gas-transporting protein, hemoglobin"
KW-0266,Keyword,KW-0266,Ethylene biosynthesis,Biological process,"Protein involved in the synthesis of ethylene (C2H4), an unsaturatedhydrocarbon gas mainly produced in plants. It has developmentaleffects as a hormone, including growth inhibition, regulation of fruitdevelopment, leaf abscission and aging"
KW-0936,Keyword,KW-0936,Ethylene signaling pathway,Biological process,"Protein involved in the ethylene signaling pathway (e.g. transport andsignal transduction) that regulates many aspects of plant growth anddevelopment (e.g. seed germination, root and shoot growth, flowerdevelopment, plant defense, senescence, abscission and ripening). Thisphytohormone can be synthesized from methionin"
KW-1262,Keyword,KW-1262,Eukaryotic host gene expression shutoff by virus,Biological process,"Viral protein which prevents host gene expression by blocking hosttranscription, mRNA export or translation. This gives viraltranscripts a competitive edge to use the hijacked translationmachinery. Preventing the expression of host proteins is also astrategy to counteract the antiviral response"
KW-1191,Keyword,KW-1191,Eukaryotic host transcription shutoff by virus,Biological process,Viral protein involved in inhibiting host transcription to ensure theshutoff of cellular proteins expression and give virus transcripts acompetitive edge for access to the cellular translation machineryPreventing the expression of host proteins is also a strategy tocounteract the antiviral response. Inhibition of transcription can beperformed by interfering with host RNA pol-II function or interferingwith general transcription factors
KW-1193,Keyword,KW-1193,Eukaryotic host translation shutoff by virus,Biological process,Viral protein involved in inhibiting the host translational machineryto shutoff cellular gene expression. This gives virus transcripts acompetitive edge to use the hijacked translation machinery. Preventingthe expression of host proteins is also a strategy to counteract theantiviral response. Several virus are known to inhibit hosttranslation mostly by inactivating translation factors
KW-1259,Keyword,KW-1259,Evasion of bacteria-mediated translation shutoff by virus,Biological process,"Viral protein that counteracts the translation shutoff set up by thebacterial host in order to inhibit viral replication. This antiviraldefense system alters a crucial cellular process thereby blockingvirus multiplication and ending up with host dormancy or even celldeath. For example, some E.coli strains infected by bacteriophage T4activate an anticodon nuclease which causes depletion of tRNA(Lys)and, consequently, abolishes T4 protein synthesis and causes celldeath. However, this effect is counteracted by the repair of tRNA(Lys)in consecutive reactions catalyzed by the viral enzymes polynucleotidekinase and RNA ligase. The ToxIN system functions as a toxin-antitoxin(TA) tandem which is used as a antiviral defense mechanism"
KW-1125,Keyword,KW-1125,Evasion of host immunity by viral interleukin-like protein,Biological process,"Viral protein sharing sequence homology with host interleukinsInterleukins are produced by immune system cells such as lymphocytes,macrophages and monocytes, and modulate inflammation and immunity byregulating growth, mobility and differentiation of lymphoid and othercells. Several viruses encode interleukin-like proteins playing a rolein immune evasion. Additionally, viral interleukins have been shown toactivate cellular signaling cascades that enhance virus replication"
KW-0267,Keyword,KW-0267,Excision nuclease,Molecular function,Enzyme which excises abnormal or mismatched nucleotides from a DNAstrand
KW-0268,Keyword,KW-0268,Exocytosis,Biological process,"Protein involved in exocytosis, a process by which a material istransported out of a cell using a vesicle that first engulfs thematerial and then is extruded through an opening in the cell membraneThe exocyst protein complex plays an important role in exocytosis bydirecting exocytic vesicles to their precise sites of fusion in theplasma membrane"
KW-0269,Keyword,KW-0269,Exonuclease,Molecular function,Enzyme that degrades DNA or RNA by progressively splitting off singlenucleotides from one end of the chain
KW-0270,Keyword,KW-0270,Exopolysaccharide synthesis,Biological process,"Protein involved in the synthesis of exopolysaccharide (EPS), a highmolecular-weight polymer composed of saccharide subunits. An exampleis succinoglycan (EPS I) of Rhizobium meliloti, that is important forinvasion of the nodules that it elicits on its host, Medicago sativa"
KW-0271,Keyword,KW-0271,Exosome,Cellular component,"Protein which is a component of the exosome, a complex of proteinsthat includes 3->5 exoribonucleases and that plays a major role indiverse RNA processing and degradation pathways in eukaryotes andarchaea"
KW-0952,Keyword,KW-0952,Extinct organism protein,Technical term,"Protein originating from a species thought to be extinct, i.e. from aspecies for which no known surviving specimens are known to exist. EgDodo, Mammoth or Neanderthal"
KW-0272,Keyword,KW-0272,Extracellular matrix,Cellular component,"Protein found in the extracellular matrix. The extracellular matrixconsists of any material produced by cells and secreted into thesurrounding medium, but this term generally applies to the non-cellular components of animal tissues. The extracellular matrix formsa supportive meshwork around cells and is largely composed ofcollagen, laminin, fibronectin and glycosaminoglycans. It caninfluence the properties of the cells that it supports. In certaintissues, specific modifications to the extracellular matrix occur. Forinstance, the matrix of bone is mineralized to resist compression"
KW-0273,Keyword,KW-0273,Eye lens protein,Molecular function,"Protein found in the lens, a transparent body at the front of thevertebrate eye"
KW-0274,Keyword,KW-0274,FAD,Ligand,"Protein involved in flavin adenine dinucleotide synthesis or proteinwhich contains at least one FAD as prosthetic group/cofactor(flavoprotein) such as many oxidation-reduction enzymes. FAD is anelectron carrier molecule that functions as a hydrogen acceptor. Thegeneric term ""flavin"" derives from the Latin word flavius (""yellow"")because of the brilliant yellow color they exhibit as solids and inneutral aqueous solutions"
KW-0951,Keyword,KW-0951,Familial hemophagocytic lymphohistiocytosis,Disease,"Protein which, if defective, causes familial hemophagocyticlymphohistiocytosis. FHL is a genetically heterogeneous, autosomalrecessive disorder characterized by immune dysregulation withhypercytokinemia and defective natural killer cell function. Theclinical features of the disease include fever, hepatosplenomegaly,cytopenia, hypertriglyceridemia, hypofibrinogenemia, and neurologicalabnormalities ranging from irritability and hypotonia to seizures,cranial nerve deficits and ataxia. Hemophagocytosis is a prominentfeature of the disease, and non-malignant infiltration of macrophagesand activated T lymphocytes in lymph nodes, spleen and other organs isalso found"
KW-0923,Keyword,KW-0923,Fanconi anemia,Disease,"Protein which, if defective, causes Fanconi anemia. Fanconi anemia isa rare recessive disorder characterized by progressive pancytopenia,hypoplasia of the bone marrow and patchy brown discoloration of theskin, due to melanin deposition. It is associated with multiplecongenital anomalies of the musculoskeletal and genitourinary systems"
KW-0275,Keyword,KW-0275,Fatty acid biosynthesis,Biological process,"Protein involved in the synthesis of fatty acids, long chain organicacids of the general formula CH3(CnHx)COOH. They are constituents oflipids and can be saturated or unsaturated. The esterified forms areimportant both as energy storage molecules and structural molecules"
KW-0276,Keyword,KW-0276,Fatty acid metabolism,Biological process,Protein involved in the biochemical reactions with fatty acids. Fattyacids are long chain organic acids of the general formulaCH3(CnHx)COOH. They are constituents of lipids and can be saturated orunsaturated. The esterified forms are important both as energy storagemolecules and structural molecules
KW-0278,Keyword,KW-0278,Fertilization,Biological process,"Protein involved in fertilization, the union of two haploid cells, thegametes, to form a diploid cell, the zygote"
KW-1206,Keyword,KW-1206,Fibrinogenolytic toxin,Molecular function,Toxin involved in fibrinogen degradation leading to a decrease ofplasma fibrinogen concentration. Fibrinogenolytic toxins are mostlysnake venom proteases
KW-0280,Keyword,KW-0280,Fibrinolysis,Biological process,Protein involved in fibrin degradation leading to the dissolving ofblood clots
KW-1205,Keyword,KW-1205,Fibrinolytic toxin,Molecular function,Toxin involved in fibrin degradation leading to the dissolution offibrin clots. Fibrinolytic toxins are mostly snake venom proteases
KW-0281,Keyword,KW-0281,Fimbrium,Cellular component,"Protein found in a fimbrium or pilus. A fimbrium or pilus is a hair-like, non-flagellar, polymeric filamentous appendage that extend fromthe bacterial or archaeal cell surface, such as type 1 pili, P-pili,type IV pili or curli. Pili perform a variety of functions, includingsurface adhesion, motility, cell-cell interactions, biofilm formation,conjugation, DNA uptake, and twitching motility"
KW-1029,Keyword,KW-1029,Fimbrium biogenesis,Biological process,"Protein which is involved in the formation, organization ormaintenance of the fimbrium, a long hair-like cell surface appendageThe flagellar apparatus consists of the flagellar filament made ofpolymerized flagellin, the hook-like structure near the cell surfaceand a system of rings embedded in the cell enveloppe (the basal bodyor flagellar motor). The basal body and the hook anchor the whip-likefilament to the cell surface. The flagellum is a rotating structurewhose switches propels the cell through a liquid medium"
KW-0283,Keyword,KW-0283,Flagellar rotation,Biological process,Protein involved in the movement of the flagella
KW-0282,Keyword,KW-0282,Flagellum,Cellular component,"Protein present in or involved in the biogenesis or function of theflagellum, a long whip-like or feathery structure which propels thecell through a liquid medium. This motile cilium is produced by theunicellular eukaryotes, and by the motile male gametes of manyeukaryotic organisms. The flagella commonly have a characteristicaxial '9+2' microtubular array (axoneme) and bends are generated alongthe length of the flagellum by restricted sliding of the nine outerdoublets"
KW-0284,Keyword,KW-0284,Flavonoid biosynthesis,Biological process,"Protein involved in the synthesis of flavonoids, polyphenoliccompounds possessing 15 carbon atoms; two benzene rings joined by alinear three carbon chain, a C6-C3-C6 skeleton. C6 presents a benzenering, C3 often is part of of an oxygen-containing ring. Flavonoids arecoloured phenolic pigments originally considered vitamins (Vitamins P,C2) but not shown to have any nutritional role. They are responsiblefor the red/purple colours of many higher plants"
KW-0285,Keyword,KW-0285,Flavoprotein,Ligand,"Enzymes which contain one or more flavin nucleotides (FAD or FMN) asredox cofactors. Flavoproteins are involved, for example, in theoxidative degradation of pyruvate, fatty acids and amino acids, and inthe process of electron transport"
KW-0286,Keyword,KW-0286,Flight,Biological process,"Protein which stimulates or which is involved in flight, the act ofpassing through the air by the use of wings"
KW-0287,Keyword,KW-0287,Flowering,Biological process,Protein involved in the transition from vegetative to reproductivedevelopment in plants
KW-0288,Keyword,KW-0288,FMN,Ligand,"Protein involved in flavin adenine mononucleotide synthesis or proteinwhich contains at least one FMN as prosthetic group/cofactor(flavoproteins), such as many oxidation-reduction enzymes. FMN is anelectron carrier molecule that functions as a hydrogen acceptor. Thegeneric term ""flavin"" derives from the Latin word flavius (""yellow"")because of the brilliant yellow color they exhibit as solids and inneutral aqueous solutions"
KW-0289,Keyword,KW-0289,Folate biosynthesis,Biological process,"Protein involved in the synthesis of folate, the ionic form of folicacid (Latin folium, 'leaf'), first found in spinach leaves. Folate isconverted in a two-step reduction into its coenzyme formtetrahydrofolate, often abbreviated FH4 or THF, which acts as acarrier of one-carbon units at several oxidation levels in a varietyof biosyntheses"
KW-0290,Keyword,KW-0290,Folate-binding,Ligand,"Protein that binds folate, the ionic form of folic acid"
KW-0291,Keyword,KW-0291,Formylation,PTM,A protein in which either the N-terminal N-formylmethionine has notbeen processed by the methionyl-tRNA formyltransferase or which isposttranslationally modified by the attachment of at least one formylgroup
KW-0292,Keyword,KW-0292,Fruit ripening,Biological process,"Protein involved in fruit ripening. The fruit is the matured ovary ofa plant, enclosing the seed(s). The plant hormone ethylene stimulatesfruit ripening"
KW-0293,Keyword,KW-0293,Fruiting body,Developmental stage,"Protein involved in fruiting body formation or expressed in fruitingbodies, any specialized reproductive structure that produces spores orgametes in fungi, slime molds, algae, etc. Fruiting bodies aredistinct in size, shape and coloration for each species"
KW-0294,Keyword,KW-0294,Fucose metabolism,Biological process,Protein involved in the biochemical reactions with fucose. L-fucose(6-deoxy-L-galactose) is present in some algae and identified in thechains of glycoproteins; it is the only polysaccharides of certainbacterias
KW-0295,Keyword,KW-0295,Fungicide,Molecular function,Protein capable of killing or inhibiting growth of fungi
KW-1169,Keyword,KW-1169,Fusion of virus membrane with host cell membrane,Biological process,"Viral protein involved in the merging of the virus envelope with hostcytoplasmic membrane during viral penetration into host cell. Virusfusion proteins drive this fusion reaction by undergoing a majorconformational change that is triggered by interactions with thetarget cell. This pathway is used by viruses whose fusion protein isusually pH independent such as most paramyxoviruses, herpesviruses andretroviruses. MHV-JHM coronavirus has been shown to fuse directly withthe host cytoplasmic membrane. Prokaryotic viruses such asTectiviridae fuse their inner membrane with the host cytoplasmicmembrane whereas Cystoviridae fuse their outer membrane with the hostcytoplasmic membrane"
KW-1170,Keyword,KW-1170,Fusion of virus membrane with host endosomal membrane,Biological process,"Viral protein involved in the merging of the virus envelope with hostendosomal membrane during viral penetration into host cell. Viralfusion proteins drive this fusion reaction by undergoing a majorconformational change that is triggered by interactions with thetarget cell. The specific trigger is mainly endosome acidificationwhich induce activation of the fusion protein by conformationalchange. This pathway is used by enveloped viruses which areendocytosed and whose fusion protein is usually pH-dependent likeinfluenza A virus, rhabdoviruses, bornaviruses, filoviruses,asfarviridae, flaviviridae, alphaviruses, HIV-1, avian leukosis virus,SARS, 229E, and MHV-2 coronaviruses"
KW-1168,Keyword,KW-1168,Fusion of virus membrane with host membrane,Biological process,"Viral protein involved in the merging of the virion membrane with ahost membrane during viral penetration into host cell. Viral fusionproteins drive this fusion reaction by undergoing a majorconformational change that is triggered by interactions with thetarget cell. The specific trigger depends on the virus and can beexposure to low pH in the endocytic pathway or interaction of thevirion with the host receptor(s). In prokaryotic viruses, host-virusmembrane fusion can occur either at the host outer membrane or plasmamembrane. Bacteriophages such as cystoviridae fuse their externalenvelope with the host outer membrane, whereas others liketectiviridae fuse their inner envelope with the host plasma membrane"
KW-1239,Keyword,KW-1239,Fusion of virus membrane with host outer membrane,Biological process,Viral protein involved in the merging of the virion external lipidicmembrane (envelope) with the prokaryotic host outer membrane duringviral penetration into host cell. Bacteriophages such as Cystoviridaefor example fuse their membrane with the host outer membrane
KW-1214,Keyword,KW-1214,G-protein coupled acetylcholine receptor impairing toxin,Molecular function,Toxin which interferes with the function of the muscarinicacetylcholine receptor (mAChR). The mAChR is a specific class of G-protein coupled receptor (GPCR) that binds acetylcholine. These toxinsare mostly found in snake venoms
KW-0297,Keyword,KW-0297,G-protein coupled receptor,Molecular function,"Receptors which transduce extracellular signals across the cellmembrane. At the external side they receive a ligand (a photon in caseof opsins), and at the cytosolic side they activate a guaninenucleotide-binding (G) protein. These receptors are hydrophobicproteins that cross the membrane seven times"
KW-1213,Keyword,KW-1213,G-protein coupled receptor impairing toxin,Molecular function,Toxin which interferes with the function of G-protein coupledreceptors (GPCRs). These toxins are mostly found in snake and scorpionvenoms
KW-1077,Keyword,KW-1077,G0/G1 host cell cycle checkpoint dysregulation by virus,Biological process,"Viral protein involved in the modulation of host cell cycleprogression by dysregulating the G0/G1 transition. Some virusesbenefit from keeping cells in resting state (G0), while others favorentry through G1 and subsequent cell division to replicate moreefficiently"
