:ID,:LABEL,id,length
Q27Z07,Seq,Q27Z07,390
D2DRC4,Seq,D2DRC4,390
D2DRC5,Seq,D2DRC5,388
Q9QWK5,Seq,Q9QWK5,1403
Q9QUK4,Seq,Q9QUK4,1447
Q9R016,Seq,Q9R016,1403
Q9JIB6,Seq,Q9JIB6,1403
O14064,Seq,O14064,997
P47134,Seq,P47134,954
Q9LSI9,Seq,Q9LSI9,605
Q8JHV9,Seq,Q8JHV9,401
P06709,Seq,P06709,321
Q13075,Seq,Q13075,1403
Q13490,Seq,Q13490,618
Q62210,Seq,Q62210,612
Q13489,Seq,Q13489,604
O08863,Seq,O08863,600
O15392,Seq,O15392,142
O70201,Seq,O70201,140
Q9JHY7,Seq,Q9JHY7,142
Q9NR09,Seq,Q9NR09,4857
O88738,Seq,O88738,4882
Q96CA5,Seq,Q96CA5,298
Q90660,Seq,Q90660,611
O59793,Seq,O59793,384
P20099,Seq,P20099,777
P38346,Seq,P38346,545
O74547,Seq,O74547,422
P47041,Seq,P47041,543
Q86UB2,Seq,Q86UB2,503
P9WIS1,Seq,P9WIS1,348
O06159,Seq,O06159,393
Q9FMZ0,Seq,Q9FMZ0,337
P85025,Seq,P85025,11
P85024,Seq,P85024,11
P46663,Seq,P46663,353
Q61125,Seq,Q61125,334
Q8HZN9,Seq,Q8HZN9,353
P97583,Seq,P97583,337
P30411,Seq,P30411,391
P32299,Seq,P32299,392
Q9GLX8,Seq,Q9GLX8,367
P25023,Seq,P25023,396
O22929,Seq,O22929,152
Q22616,Seq,Q22616,129
A1Z9S1,Seq,A1Z9S1,147
P78537,Seq,P78537,153
O55102,Seq,O55102,125
Q06071,Seq,Q06071,122
F4K657,Seq,F4K657,127
Q95XD3,Seq,Q95XD3,132
Q9VTE0,Seq,Q9VTE0,159
Q6QNY1,Seq,Q6QNY1,142
Q9CWG9,Seq,Q9CWG9,143
Q32WR5,Seq,Q32WR5,142
A8JNV4,Seq,A8JNV4,144
Q6QNY0,Seq,Q6QNY0,202
Q5U5M8,Seq,Q5U5M8,195
Q22756,Seq,Q22756,106
Q9VTC2,Seq,Q9VTC2,169
Q9NUP1,Seq,Q9NUP1,217
Q8VED2,Seq,Q8VED2,215
Q06333,Seq,Q06333,122
Q18446,Seq,Q18446,131
Q0KI28,Seq,Q0KI28,160
Q8TDH9,Seq,Q8TDH9,187
Q8R015,Seq,Q8R015,185
O01822,Seq,O01822,106
Q9VTM0,Seq,Q9VTM0,167
Q9UL45,Seq,Q9UL45,172
Q9R0C0,Seq,Q9R0C0,172
P52700,Seq,P52700,290
P04190,Seq,P04190,257
O08498,Seq,O08498,249
P26918,Seq,P26918,254
P14488,Seq,P14488,256
P25910,Seq,P25910,249
P52699,Seq,P52699,246
P9WKD3,Seq,P9WKD3,307
P9WMJ5,Seq,P9WMJ5,138
P0A042,Seq,P0A042,126
C7C422,Seq,C7C422,270
P62952,Seq,P62952,87
P0A901,Seq,P0A901,177
Q84UT5,Seq,Q84UT5,162
Q9SJ56,Seq,Q9SJ56,680
Q01532,Seq,Q01532,483
Q9SW80,Seq,Q9SW80,739
Q9FWS9,Seq,Q9FWS9,524
Q94KL5,Seq,Q94KL5,627
O65685,Seq,O65685,532
Q9SJJ3,Seq,Q9SJJ3,584
Q9LZM8,Seq,Q9LZM8,575
Q9HNE6,Seq,Q9HNE6,345
Q4PNI0,Seq,Q4PNI0,275
Q09457,Seq,Q09457,948
P35727,Seq,P35727,113
P51559,Seq,P51559,942
P51451,Seq,P51451,505
P16277,Seq,P16277,499
P43583,Seq,P43583,2143
Q13867,Seq,Q13867,455
Q8R016,Seq,Q8R016,455
Q93560,Seq,Q93560,817
O18017,Seq,O18017,988
Q9VGI8,Seq,Q9VGI8,1487
P54132,Seq,P54132,1417
O88700,Seq,O88700,1416
Q9YGC1,Seq,Q9YGC1,552
Q8WV28,Seq,Q8WV28,456
Q9QUN3,Seq,Q9QUN3,457
Q3TCX3,Seq,Q3TCX3,612
P0C717,Seq,P0C717,162
P56976,Seq,P56976,41
O74338,Seq,O74338,700
F4I878,Seq,F4I878,273
Q92PC8,Seq,Q92PC8,227
Q2RNG5,Seq,Q2RNG5,211
P75990,Seq,P75990,403
P75989,Seq,P75989,243
P30043,Seq,P30043,206
Q5H9B9,Seq,Q5H9B9,411
Q9I8T7,Seq,Q9I8T7,633
O00327,Seq,O00327,626
Q9WTL8,Seq,Q9WTL8,632
Q9EPW1,Seq,Q9EPW1,626
Q8WYA1,Seq,Q8WYA1,636
Q2VPD4,Seq,Q2VPD4,579
I6V1W0,Seq,I6V1W0,612
Q96LC9,Seq,Q96LC9,184
Q91ZE9,Seq,Q91ZE9,185
Q8K589,Seq,Q8K589,185
Q8YMK0,Seq,Q8YMK0,468
P74165,Seq,P74165,479
P29311,Seq,P29311,267
P34730,Seq,P34730,273
Q8JIR0,Seq,Q8JIR0,320
Q7T3E6,Seq,Q7T3E6,324
P35226,Seq,P35226,326
P25916,Seq,P25916,324
O95393,Seq,O95393,424
Q9R229,Seq,Q9R229,421
Q4AEG6,Seq,Q4AEG6,421
O95972,Seq,O95972,392
Q9Z0L4,Seq,Q9Z0L4,392
P13497,Seq,P13497,986
P98063,Seq,P98063,991
Q9NSY1,Seq,Q9NSY1,1161
Q91Z96,Seq,Q91Z96,1138
Q90751,Seq,Q90751,353
P12643,Seq,P12643,396
P21274,Seq,P21274,394
P49001,Seq,P49001,393
P12645,Seq,P12645,472
Q8BHE5,Seq,Q8BHE5,468
P49002,Seq,P49002,468
Q90752,Seq,Q90752,405
P12644,Seq,P12644,408
P21275,Seq,P21275,408
Q06826,Seq,Q06826,408
P22003,Seq,P22003,454
P49003,Seq,P49003,452
P22004,Seq,P22004,513
P20722,Seq,P20722,510
Q04906,Seq,Q04906,506
P18075,Seq,P18075,431
P23359,Seq,P23359,430
Q7Z5Y6,Seq,Q7Z5Y6,402
P34821,Seq,P34821,399
P34820,Seq,P34820,402
P55105,Seq,P55105,399
Q8N8U9,Seq,Q8N8U9,685
Q8CJ69,Seq,Q8CJ69,685
Q13873,Seq,Q13873,1038
O35607,Seq,O35607,1038
P36894,Seq,P36894,532
P36895,Seq,P36895,532
Q78EA7,Seq,Q78EA7,532
Q05438,Seq,Q05438,502
O00238,Seq,O00238,502
P36898,Seq,P36898,502
Q14692,Seq,Q14692,1282
O94653,Seq,O94653,1121
Q08965,Seq,Q08965,1183
Q5ADQ9,Seq,Q5ADQ9,684
Q59MA6,Seq,Q59MA6,654
Q9UUH2,Seq,Q9UUH2,270
P38278,Seq,P38278,337
Q5A846,Seq,Q5A846,549
Q5ALW2,Seq,Q5ALW2,612
O94480,Seq,O94480,282
P40493,Seq,P40493,336
Q12291,Seq,Q12291,365
Q5AHD6,Seq,Q5AHD6,694
P51813,Seq,P51813,675
Q7K480,Seq,Q7K480,1367
Q9VNH1,Seq,Q9VNH1,300
Q7Z5W3,Seq,Q7Z5W3,292
P47039,Seq,P47039,444
P29746,Seq,P29746,442
Q01954,Seq,Q01954,994
O35914,Seq,O35914,961
Q6ZN30,Seq,Q6ZN30,1099
Q8BMQ3,Seq,Q8BMQ3,1127
P83960,Seq,P83960,27
P83961,Seq,P83961,14
Q5AL52,Seq,Q5AL52,1732
P41832,Seq,P41832,1953
O60238,Seq,O60238,219
Q9Z2F7,Seq,Q9Z2F7,218
P53858,Seq,P53858,892
P53890,Seq,P53890,448
Q12982,Seq,Q12982,314
O54940,Seq,O54940,326
Q09969,Seq,Q09969,221
Q12983,Seq,Q12983,259
O55003,Seq,O55003,187
Q7Z465,Seq,Q7Z465,357
P40794,Seq,P40794,303
Q6LEM5,Seq,Q6LEM5,256
Q9PW56,Seq,Q9PW56,265
B3EWY3,Seq,B3EWY3,32
B3EWY2,Seq,B3EWY2,32
Q27J49,Seq,Q27J49,239
Q5AAF4,Seq,Q5AAF4,1485
P40450,Seq,P40450,1375
P50084,Seq,P50084,137
P08088,Seq,P08088,275
Q9LV09,Seq,Q9LV09,304
P38041,Seq,P38041,980
Q709R6,Seq,Q709R6,399
Q9BWV1,Seq,Q9BWV1,1114
Q6AZB0,Seq,Q6AZB0,1110
O75936,Seq,O75936,387
Q924Y0,Seq,Q924Y0,387
Q9QZU7,Seq,Q9QZU7,387
P39969,Seq,P39969,1040
O81851,Seq,O81851,304
Q9UMX3,Seq,Q9UMX3,212
O35425,Seq,O35425,213
Q792S6,Seq,Q792S6,213
P53082,Seq,P53082,120
Q682I1,Seq,Q682I1,160
Q9D8S9,Seq,Q9D8S9,137
Q9FIC3,Seq,Q9FIC3,93
Q9H3K6,Seq,Q9H3K6,86
Q9LF68,Seq,Q9LF68,177
P0ABE2,Seq,P0ABE2,105
Q8N9W6,Seq,Q8N9W6,283
P84214,Seq,P84214,14
P84213,Seq,P84213,107
P86483,Seq,P86483,67
P84212,Seq,P84212,13
P84211,Seq,P84211,13
Q941L3,Seq,Q941L3,578
Q5S1W2,Seq,Q5S1W2,586
Q5XQC7,Seq,Q5XQC7,584
Q7K0Y1,Seq,Q7K0Y1,784
Q14137,Seq,Q14137,746
P97452,Seq,P97452,732
P53958,Seq,P53958,396
Q7L3V2,Seq,Q7L3V2,364
Q8VYR7,Seq,Q8VYR7,704
P53838,Seq,P53838,576
Q9M1P7,Seq,Q9M1P7,703
Q93Z13,Seq,Q93Z13,732
Q9XI23,Seq,Q9XI23,683
Q9VVR2,Seq,Q9VVR2,539
Q6PGQ7,Seq,Q6PGQ7,559
Q96FH0,Seq,Q96FH0,119
P77330,Seq,P77330,97
Q5XLR4,Seq,Q5XLR4,276
Q3KPK4,Seq,Q3KPK4,280
Q4V7H8,Seq,Q4V7H8,296
Q9VLD6,Seq,Q9VLD6,315
Q53HL2,Seq,Q53HL2,280
Q8BHX3,Seq,Q8BHX3,289
O14613,Seq,O14613,210
Q8JZX9,Seq,Q8JZX9,214
Q9UKI2,Seq,Q9UKI2,254
Q6NZY7,Seq,Q6NZY7,148
Q9Z0X0,Seq,Q9Z0X0,150
Q9H3Q1,Seq,Q9H3Q1,356
Q9JM96,Seq,Q9JM96,349
Q00587,Seq,Q00587,391
Q91W92,Seq,Q91W92,409
Q9P7G5,Seq,Q9P7G5,235
P25385,Seq,P25385,244
P22815,Seq,P22815,896
Q6WP50,Seq,Q6WP50,399
Q24207,Seq,Q24207,228
Q9VQU9,Seq,Q9VQU9,744
Q25QX6,Seq,Q25QX6,153
Q9VNP5,Seq,Q9VNP5,1059
P19060,Seq,P19060,660
P19061,Seq,P19061,1032
P19062,Seq,P19062,334
P10927,Seq,P10927,288
P10928,Seq,P10928,602
P10929,Seq,P10929,219
P09425,Seq,P09425,132
P17172,Seq,P17172,391
P13339,Seq,P13339,364
P16011,Seq,P16011,196
P13341,Seq,P13341,320
P16009,Seq,P16009,575
A0R5Z0,Seq,A0R5Z0,175
P9WKX3,Seq,P9WKX3,174
Q9SKD0,Seq,Q9SKD0,283
Q9LDE2,Seq,Q9LDE2,279
Q8S8C6,Seq,Q8S8C6,296
Q8L999,Seq,Q8L999,342
O82286,Seq,O82286,226
Q0JXE7,Seq,Q0JXE7,343
Q8W4I6,Seq,Q8W4I6,660
Q7LKZ7,Seq,Q7LKZ7,2609
P25356,Seq,P25356,2167
Q86WA6,Seq,Q86WA6,291
Q8R164,Seq,Q8R164,291
Q9NP55,Seq,Q9NP55,256
P97361,Seq,P97361,278
Q8K4I4,Seq,Q8K4I4,270
Q96DR5,Seq,Q96DR5,249
Q63471,Seq,Q63471,235
Q8TDL5,Seq,Q8TDL5,484
Q8N4F0,Seq,Q8N4F0,458
P59826,Seq,P59826,476
P17213,Seq,P17213,487
Q67E05,Seq,Q67E05,483
Q6AXU0,Seq,Q6AXU0,482
P51767,Seq,P51767,302
P50747,Seq,P50747,726
Q920N2,Seq,Q920N2,722
P48445,Seq,P48445,690
Q8L765,Seq,Q8L765,407
Q9M8J9,Seq,Q9M8J9,406
O22286,Seq,O22286,408
Q9SRV1,Seq,Q9SRV1,465
Q1EBV6,Seq,Q1EBV6,410
A1L4W5,Seq,A1L4W5,415
O95861,Seq,O95861,308
Q9Z0S1,Seq,Q9Z0S1,308
Q9Z1N4,Seq,Q9Z1N4,308
Q9LMM6,Seq,Q9LMM6,349
Q5JIZ3,Seq,Q5JIZ3,351
P00974,Seq,P00974,100
P14772,Seq,P14772,1559
Q12830,Seq,Q12830,3046
Q9LY74,Seq,Q9LY74,338
P74388,Seq,P74388,318
Q92358,Seq,Q92358,132
Q9US52,Seq,Q9US52,118
O74510,Seq,O74510,255
O60158,Seq,O60158,432
P32412,Seq,P32412,71
P84839,Seq,P84839,24
P82841,Seq,P82841,24
P85056,Seq,P85056,23
P84842,Seq,P84842,34
P19072,Seq,P19072,437
Q07998,Seq,Q07998,423
P79777,Seq,P79777,433
O15178,Seq,O15178,435
P20293,Seq,P20293,436
P21175,Seq,P21175,373
P24781,Seq,P24781,432
P15056,Seq,P15056,766
P28028,Seq,P28028,804
Q7Z569,Seq,Q7Z569,592
Q9SZ58,Seq,Q9SZ58,458
Q6PJG6,Seq,Q6PJG6,821
Q8C3R1,Seq,Q8C3R1,822
Q8MQJ9,Seq,Q8MQJ9,1037
P25185,Seq,P25185,437
P83186,Seq,P83186,20
P83187,Seq,P83187,16
Q01295,Seq,Q01295,727
Q10337,Seq,Q10337,878
Q7Y1C5,Seq,Q7Y1C5,1151
Q7Y1C4,Seq,Q7Y1C4,1155
Q24206,Seq,Q24206,880
Q8RXD4,Seq,Q8RXD4,941
P38398,Seq,P38398,1863
P48754,Seq,P48754,1812
Q9GKK8,Seq,Q9GKK8,1863
Q9W157,Seq,Q9W157,971
P51587,Seq,P51587,3418
P97929,Seq,P97929,3329
O35923,Seq,O35923,3343
P46736,Seq,P46736,316
O95696,Seq,O95696,1058
P25440,Seq,P25440,801
Q7JJ13,Seq,Q7JJ13,798
Q15059,Seq,Q15059,726
F1R5H6,Seq,F1R5H6,1444
O60885,Seq,O60885,1362
Q9ESU6,Seq,Q9ESU6,1400
Q9NPI1,Seq,Q9NPI1,651
O88665,Seq,O88665,651
Q9H0E9,Seq,Q9H0E9,1235
Q9H8M2,Seq,Q9H8M2,597
Q58F21,Seq,Q58F21,947
Q91Y44,Seq,Q91Y44,956
D4A7T3,Seq,D4A7T3,952
Q8RXD6,Seq,Q8RXD6,878
Q5VTR2,Seq,Q5VTR2,975
Q5DTM8,Seq,Q5DTM8,973
Q9C895,Seq,Q9C895,900
O75150,Seq,O75150,1001
Q3U319,Seq,Q3U319,1001
Q8CJB9,Seq,Q8CJB9,1002
P34537,Seq,P34537,837
Q5A4X0,Seq,Q5A4X0,681
Q9VRP9,Seq,Q9VRP9,1044
Q07457,Seq,Q07457,700
Q6QMT2,Seq,Q6QMT2,359
P43132,Seq,P43132,505
Q03562,Seq,Q03562,455
Q9GUM2,Seq,Q9GUM2,383
Q07660,Seq,Q07660,1125
Q95US5,Seq,Q95US5,322
P53741,Seq,P53741,515
Q9HAW0,Seq,Q9HAW0,419
Q9FHE4,Seq,Q9FHE4,294
F4IDI6,Seq,F4IDI6,358
Q9LDD1,Seq,Q9LDD1,335
O22476,Seq,O22476,1196
Q8WY22,Seq,Q8WY22,251
O95415,Seq,O95415,125
P84832,Seq,P84832,10
P84824,Seq,P84824,11
P84823,Seq,P84823,12
Q7T3L1,Seq,Q7T3L1,294
Q90WZ1,Seq,Q90WZ1,208
Q94JY4,Seq,Q94JY4,85
P84825,Seq,P84825,9
P83056,Seq,P83056,97
Q54X65,Seq,Q54X65,68
Q8WUW1,Seq,Q8WUW1,75
Q8RW98,Seq,Q8RW98,84
Q91VR8,Seq,Q91VR8,75
P83059,Seq,P83059,161
P83660,Seq,P83660,16
P83659,Seq,P83659,11
P86093,Seq,P86093,58
P84773,Seq,P84773,9
P84774,Seq,P84774,9
P12797,Seq,P12797,11
P85873,Seq,P85873,11
Q9ZWC8,Seq,Q9ZWC8,1166
Q1MTQ0,Seq,Q1MTQ0,692
P38770,Seq,P38770,471
Q9ZPS9,Seq,Q9ZPS9,1143
O74563,Seq,O74563,680
Q9LJF3,Seq,Q9LJF3,1164
P10069,Seq,P10069,432
Q9HCU9,Seq,Q9HCU9,246
Q99N20,Seq,Q99N20,246
Q6EVK6,Seq,Q6EVK6,2193
P25439,Seq,P25439,1638
Q8LFS6,Seq,Q8LFS6,441
Q9C878,Seq,Q9C878,305
Q8GZ26,Seq,Q8GZ26,429
Q9SV87,Seq,Q9SV87,341
O60477,Seq,O60477,761
Q920P3,Seq,Q920P3,760
Q6DFY8,Seq,Q6DFY8,783
Q8K1M8,Seq,Q8K1M8,783
Q499E0,Seq,Q499E0,766
Q8K1M7,Seq,Q8K1M7,766
P0AD99,Seq,P0AD99,439
Q24157,Seq,Q24157,325
Q5AJC1,Seq,Q5AJC1,945
P48582,Seq,P48582,844
Q5RHR6,Seq,Q5RHR6,1298
Q3URV1,Seq,Q3URV1,1296
P12428,Seq,P12428,675
Q5VW32,Seq,Q5VW32,411
Q24039,Seq,Q24039,213
P55201,Seq,P55201,1214
Q9ULD4,Seq,Q9ULD4,1205
Q9HPU7,Seq,Q9HPU7,359
Q99177,Seq,Q99177,341
Q9UT24,Seq,Q9UT24,2176
P32639,Seq,P32639,2163
Q9UT30,Seq,Q9UT30,297
P53062,Seq,P53062,197
P03207,Seq,P03207,310
P32247,Seq,P32247,399
Q8K418,Seq,Q8K418,399
Q8TDC3,Seq,Q8TDC3,778
Q5RJI5,Seq,Q5RJI5,778
B2DD29,Seq,B2DD29,778
Q8IWQ3,Seq,Q8IWQ3,736
Q69Z98,Seq,Q69Z98,735
Q9SUV1,Seq,Q9SUV1,392
Q9C9R4,Seq,Q9C9R4,418
Q9LV81,Seq,Q9LV81,428
Q9VIL0,Seq,Q9VIL0,1320
Q9NSI6,Seq,Q9NSI6,2320
Q921C3,Seq,Q921C3,2304
Q6RI45,Seq,Q6RI45,1802
Q9VZE6,Seq,Q9VZE6,359
Q8TDN6,Seq,Q8TDN6,353
Q9HGL6,Seq,Q9HGL6,295
Q08235,Seq,Q08235,291
Q17TI5,Seq,Q17TI5,344
Q9V3X4,Seq,Q9V3X4,370
Q96G97,Seq,Q96G97,398
Q9Z2E9,Seq,Q9Z2E9,383
O14119,Seq,O14119,249
Q9P3T9,Seq,Q9P3T9,277
P38356,Seq,P38356,321
Q04787,Seq,Q04787,429
Q810B3,Seq,Q810B3,232
Q8L7U5,Seq,Q8L7U5,881
Q9SJF0,Seq,Q9SJF0,1018
Q9SHS7,Seq,Q9SHS7,1006
P39297,Seq,P39297,109
Q6XMI3,Seq,Q6XMI3,379
Q8WZ55,Seq,Q8WZ55,320
Q8VIM4,Seq,Q8VIM4,307
Q8R2H3,Seq,Q8R2H3,308
Q9UPA5,Seq,Q9UPA5,3926
O88737,Seq,O88737,3942
O88778,Seq,O88778,3938
Q06604,Seq,Q06604,576
Q3UW26,Seq,Q3UW26,133
Q0Q236,Seq,Q0Q236,131
Q6P6S3,Seq,Q6P6S3,448
P0AAY1,Seq,P0AAY1,127
P0AB33,Seq,P0AB33,84
Q10588,Seq,Q10588,318
Q9UT41,Seq,Q9UT41,1142
P43571,Seq,P43571,1029
Q10589,Seq,Q10589,180
Q8R2Q8,Seq,Q8R2Q8,172
Q811A2,Seq,Q811A2,172
Q9LR78,Seq,Q9LR78,793
P33532,Seq,P33532,526
Q13410,Seq,Q13410,526
Q9FMK7,Seq,Q9FMK7,365
P29518,Seq,P29518,436
Q7KYR7,Seq,Q7KYR7,527
Q8WVV5,Seq,Q8WVV5,523
A4QPC6,Seq,A4QPC6,514
Q94BN0,Seq,Q94BN0,364
O00481,Seq,O00481,513
P78410,Seq,P78410,334
O00478,Seq,O00478,584
Q9SYL0,Seq,Q9SYL0,364
Q9FJX5,Seq,Q9FJX5,372
Q6EJ98,Seq,Q6EJ98,368
B5BT18,Seq,B5BT18,2045
O14981,Seq,O14981,1849
O74881,Seq,O74881,1347
O74778,Seq,O74778,284
Q10225,Seq,Q10225,523
A9JRD8,Seq,A9JRD8,525
Q9H0C5,Seq,Q9H0C5,482
P58544,Seq,P58544,488
Q9BX70,Seq,Q9BX70,525
P58545,Seq,P58545,530
Q8CFE5,Seq,Q8CFE5,1130
Q5XKL5,Seq,Q5XKL5,378
Q8C726,Seq,Q8C726,612
Q9BSF8,Seq,Q9BSF8,475
Q80X66,Seq,Q80X66,475
Q6GQW0,Seq,Q6GQW0,1109
P35070,Seq,P35070,178
Q05928,Seq,Q05928,177
Q24266,Seq,Q24266,644
P43251,Seq,P43251,543
Q8CIF4,Seq,Q8CIF4,520
Q9CAT7,Seq,Q9CAT7,165
Q9SMW7,Seq,Q9SMW7,165
Q18885,Seq,Q18885,161
P20290,Seq,P20290,206
Q64152,Seq,Q64152,204
P62324,Seq,P62324,171
P62325,Seq,P62325,171
Q63073,Seq,Q63073,171
P78543,Seq,P78543,158
Q04211,Seq,Q04211,158
P27049,Seq,P27049,158
Q14201,Seq,Q14201,252
O88677,Seq,O88677,252
Q9NY30,Seq,Q9NY30,223
O70552,Seq,O70552,250
Q5B430,Seq,Q5B430,649
Q54NU5,Seq,Q54NU5,423
P08630,Seq,P08630,786
Q06187,Seq,Q06187,659
P35991,Seq,P35991,659
Q7Z6A9,Seq,Q7Z6A9,289
Q7TSA3,Seq,Q7TSA3,306
Q9US09,Seq,Q9US09,396
P47040,Seq,P47040,408
P53286,Seq,P53286,410
Q7TST0,Seq,Q7TST0,509
O70355,Seq,O70355,454
Q4H4F5,Seq,Q4H4F5,432
Q4H4F3,Seq,Q4H4F3,275
Q4H4F0,Seq,Q4H4F0,156
Q4H4E9,Seq,Q4H4E9,302
Q4H4E7,Seq,Q4H4E7,419
Q2L4H3,Seq,Q2L4H3,428
Q4H4F7,Seq,Q4H4F7,604
Q4H4E5,Seq,Q4H4E5,341
Q4H4E4,Seq,Q4H4E4,213
Q4H4E3,Seq,Q4H4E3,82
P0AFT5,Seq,P0AFT5,239
P0AD14,Seq,P0AD14,561
P06129,Seq,P06129,614
P06609,Seq,P06609,326
P06611,Seq,P06611,249
P06610,Seq,P06610,183
P37028,Seq,P37028,266
P0A9H5,Seq,P0A9H5,196
Q09731,Seq,Q09731,962
O60566,Seq,O60566,1050
Q9Z1S0,Seq,Q9Z1S0,1052
Q21776,Seq,Q21776,987
O43683,Seq,O43683,1085
O08901,Seq,O08901,1058
O94751,Seq,O94751,1044
P41695,Seq,P41695,1021
P26448,Seq,P26448,306
Q9LJN8,Seq,Q9LJN8,340
Q9XWH0,Seq,Q9XWH0,343
O43684,Seq,O43684,328
Q9WVA3,Seq,Q9WVA3,326
O42860,Seq,O42860,320
P26449,Seq,P26449,341
O22806,Seq,O22806,395
Q9BRD0,Seq,Q9BRD0,619
P27637,Seq,P27637,709
P39988,Seq,P39988,312
P53727,Seq,P53727,317
Q9P370,Seq,Q9P370,124
Q08004,Seq,Q08004,166
Q08492,Seq,Q08492,214
O36018,Seq,O36018,388
Q04347,Seq,Q04347,519
O43709,Seq,O43709,281
Q10162,Seq,Q10162,268
P25627,Seq,P25627,275
P43573,Seq,P43573,796
Q5A506,Seq,Q5A506,1237
P33314,Seq,P33314,1104
P41223,Seq,P41223,144
P25337,Seq,P25337,157
Q5BAB7,Seq,Q5BAB7,285
Q9UYB9,Seq,Q9UYB9,220
Q9P7N1,Seq,Q9P7N1,238
P53323,Seq,P53323,261
P25558,Seq,P25558,1636
P47136,Seq,P47136,1447
P25300,Seq,P25300,642
P41697,Seq,P41697,788
Q08754,Seq,Q08754,746
P41698,Seq,P41698,603
P53226,Seq,P53226,547
Q9ZNN8,Seq,Q9ZNN8,258
Q12191,Seq,Q12191,341
Q45829,Seq,Q45829,355
P48524,Seq,P48524,976
Q03758,Seq,Q03758,920
Q24522,Seq,Q24522,219
Q24523,Seq,Q24523,1331
Q10437,Seq,Q10437,543
Q8H183,Seq,Q8H183,408
Q964D8,Seq,Q964D8,391
Q9UBR1,Seq,Q9UBR1,384
Q03248,Seq,Q03248,393
Q96VK3,Seq,Q96VK3,544
P23293,Seq,P23293,657
Q05949,Seq,Q05949,395
Q7F8U7,Seq,Q7F8U7,412
A2VB89,Seq,A2VB89,153
Q9VD83,Seq,Q9VD83,173
O42666,Seq,O42666,243
P0A4H2,Seq,P0A4H2,209
Q9RL17,Seq,Q9RL17,603
Q9RKB5,Seq,Q9RKB5,519
U5S003,Seq,U5S003,612
Q9I3H5,Seq,Q9I3H5,527
Q88J44,Seq,Q88J44,508
Q99R54,Seq,Q99R54,368
P39736,Seq,P39736,547
Q84TC2,Seq,Q84TC2,374
Q8W2B7,Seq,Q8W2B7,459
B4G072,Seq,B4G072,462
P10845,Seq,P10845,1296
P10844,Seq,P10844,1291
P18640,Seq,P18640,1291
P19321,Seq,P19321,1276
Q00496,Seq,Q00496,1251
P30996,Seq,P30996,1274
O74888,Seq,O74888,266
P48558,Seq,P48558,297
Q9FGY1,Seq,Q9FGY1,774
Q94KD8,Seq,Q94KD8,768
Q9LXD6,Seq,Q9LXD6,773
Q9FLG1,Seq,Q9FLG1,784
Q9LJN4,Seq,Q9LJN4,781
Q9LXA8,Seq,Q9LXA8,792
Q9SGZ5,Seq,Q9SGZ5,767
Q5ATH9,Seq,Q5ATH9,763
O09209,Seq,O09209,103
O09210,Seq,O09210,93
O95971,Seq,O95971,181
O88875,Seq,O88875,185
Q9Y7V2,Seq,Q9Y7V2,721
P36106,Seq,P36106,594
P55965,Seq,P55965,697
P10506,Seq,P10506,340
P28829,Seq,P28829,659
P36627,Seq,P36627,179
Q10951,Seq,Q10951,665
Q13895,Seq,Q13895,437
O54825,Seq,O54825,436
Q80WL2,Seq,Q80WL2,436
P51406,Seq,P51406,436
Q9FGX2,Seq,Q9FGX2,145
Q9SI15,Seq,Q9SI15,171
Q9CA46,Seq,Q9CA46,138
Q9FUD3,Seq,Q9FUD3,277
P03206,Seq,P03206,245
O22763,Seq,O22763,411
O65683,Seq,O65683,159
Q501B2,Seq,Q501B2,409
O22208,Seq,O22208,721
Q8VY76,Seq,Q8VY76,261
Q8GTS2,Seq,Q8GTS2,249
Q9M1G6,Seq,Q9M1G6,403
Q9SG86,Seq,Q9SG86,675
F4IN23,Seq,F4IN23,321
C0Z2L5,Seq,C0Z2L5,173
Q9LZP8,Seq,Q9LZP8,146
Q9C7S0,Seq,Q9C7S0,295
Q9M2K4,Seq,Q9M2K4,329
B9DGI8,Seq,B9DGI8,314
Q84LG2,Seq,Q84LG2,389
Q54WN7,Seq,Q54WN7,631
Q54LU5,Seq,Q54LU5,999
Q54GH2,Seq,Q54GH2,897
Q8S307,Seq,Q8S307,336
Q7XI96,Seq,Q7XI96,298
P40580,Seq,P40580,263
Q7L1Q6,Seq,Q7L1Q6,419
Q9Y6E2,Seq,Q9Y6E2,419
Q09746,Seq,Q09746,642
P38822,Seq,P38822,633
Q9W056,Seq,Q9W056,451
P15538,Seq,P15538,503
P15393,Seq,P15393,499
P19099,Seq,P19099,503
P15539,Seq,P15539,500
P30099,Seq,P30099,510
P30100,Seq,P30100,500
Q9VE00,Seq,Q9VE00,536
P9WPN1,Seq,P9WPN1,449
P9WPM9,Seq,P9WPM9,472
Q5KQH7,Seq,Q5KQH7,577
O60098,Seq,O60098,278
Q9KZF5,Seq,Q9KZF5,407
Q9FCA6,Seq,Q9FCA6,404
Q6R7M4,Seq,Q6R7M4,493
C0SPF7,Seq,C0SPF7,493
Q86VB7,Seq,Q86VB7,1156
Q9NR16,Seq,Q9NR16,1453
Q90460,Seq,Q90460,564
Q9KIZ4,Seq,Q9KIZ4,419
Q96L14,Seq,Q96L14,293
Q9VYD1,Seq,Q9VYD1,2313
O42145,Seq,O42145,509
Q13901,Seq,Q13901,141
O35473,Seq,O35473,141
